Audience,HM F 18-39,,HM F 18-39,,HM F 18-39,,HM F 18-39,,HM F 20-59,,HM F 20-59,,HM F 20-59,,HM F 20-59,,HM F 25-49,,HM F 25-49,,HM F 25-49,,HM F 25-49
854,0.789,,,,,,,659.54,0.6812,,,,,,,636.17,0.6762,,,,,,
855,0.789,,,,,,,659.86,0.6813,,,,,,,636.31,0.6762,,,,,,
855,0.789,,,,,,,660.38,0.6817,,,,,,,636.48,0.6762,,,,,,
855,0.789,,,,,,,660.9,0.6817,,,,,,,637.7,0.6762,,,,,,
855,0.789,,,,,,,661.42,0.6817,,,,,,,638.55,0.6762,,,,,,
855,0.789,,,,,,,661.76,0.6817,,,,,,,638.56,0.6762,,,,,,
855,0.789,,,,,,,662.12,0.6817,,,,,,,639.07,0.6762,,,,,,
855,0.789,,,,,,,662.6,0.6817,,,,,,,640.25,0.6762,,,,,,
856,0.789,,,,,,,662.89,0.6817,,,,,,,640.95,0.6762,,,,,,
857,0.789,,,,,,,663.4,0.6817,,,,,,,641.77,0.6762,,,,,,
858,0.789,,,,,,,663.96,0.6817,,,,,,,644.16,0.6772,,,,,,
858,0.789,,,,,,,664.34,0.6817,,,,,,,644.25,0.6772,,,,,,
859,0.789,,,,,,,664.47,0.6817,,,,,,,644.84,0.6772,,,,,,
859,0.789,,,,,,,664.97,0.6817,,,,,,,644.92,0.6772,,,,,,
860,0.789,,,,,,,665.03,0.6817,,,,,,,645.44,0.6772,,,,,,
861,0.789,,,,,,,665.08,0.6817,,,,,,,645.9,0.6772,,,,,,
862,0.789,,,,,,,665.2,0.6817,,,,,,,646.21,0.6772,,,,,,
862,0.789,,,,,,,665.32,0.6817,,,,,,,646.51,0.6772,,,,,,
862,0.789,,,,,,,665.92,0.6817,,,,,,,646.99,0.678,,,,,,
863,0.789,,,,,,,666.62,0.6817,,,,,,,648.72,0.678,,,,,,
864,0.789,,,,,,,667.05,0.6817,,,,,,,649.02,0.678,,,,,,
865,0.789,,,,,,,667.95,0.6821,,,,,,,649.11,0.678,,,,,,
866,0.789,,,,,,,668.3,0.6821,,,,,,,649.33,0.6781,,,,,,
867,0.789,,,,,,,668.44,0.6821,,,,,,,649.69,0.6781,,,,,,
868,0.789,,,,,,,668.78,0.6821,,,,,,,649.75,0.6781,,,,,,
868,0.789,,,,,,,669.16,0.6821,,,,,,,649.86,0.6781,,,,,,
869,0.789,,,,,,,669.54,0.6821,,,,,,,650.88,0.6781,,,,,,
870,0.789,,,,,,,669.91,0.6821,,,,,,,651.09,0.6781,,,,,,
878,0.789,,,,,,,669.96,0.6821,,,,,,,652.07,0.6781,,,,,,
880,0.791,,,,,,,670.31,0.6821,,,,,,,659.17,0.6841,,,,,,
883,0.796,,,,,,,671.26,0.6822,,,,,,,659.83,0.6841,,,,,,
884,0.796,,,,,,,671.71,0.6822,,,,,,,660.99,0.6841,,,,,,
885,0.796,,,,,,,672.87,0.6827,,,,,,,661.76,0.685,,,,,,
886,0.796,,,,,,,673.74,0.6827,,,,,,,662.49,0.685,,,,,,
886,0.796,,,,,,,675.24,0.6827,,,,,,,663.13,0.6851,,,,,,
887,0.796,,,,,,,675.35,0.683,,,,,,,663.66,0.6869,,,,,,
888,0.796,,,,,,,675.56,0.683,,,,,,,663.76,0.6869,,,,,,
889,0.796,,,,,,,675.8,0.683,,,,,,,663.95,0.6869,,,,,,
890,0.796,,,,,,,675.93,0.683,,,,,,,664.06,0.6869,,,,,,
892,0.796,,,,,,,675.98,0.683,,,,,,,664.06,0.6869,,,,,,
892,0.796,,,,,,,676.04,0.683,,,,,,,664.68,0.6869,,,,,,
893,0.796,,,,,,,676.81,0.6852,,,,,,,665.03,0.687,,,,,,
894,0.796,,,,,,,677.21,0.6853,,,,,,,665.34,0.687,,,,,,
895,0.796,,,,,,,677.22,0.6853,,,,,,,665.57,0.687,,,,,,
895,0.796,,,,,,,677.27,0.6853,,,,,,,665.9,0.687,,,,,,
895,0.796,,,,,,,677.4,0.6852,,,,,,,666.22,0.687,,,,,,
896,0.796,,,,,,,677.68,0.6852,,,,,,,666.8,0.687,,,,,,
897,0.796,,,,,,,678.38,0.6857,,,,,,,667.29,0.687,,,,,,
898,0.796,,,,,,,678.89,0.686,,,,,,,667.36,0.6869,,,,,,
898,0.796,,,,,,,679.21,0.686,,,,,,,667.43,0.6869,,,,,,
899,0.796,,,,,,,679.56,0.686,,,,,,,667.5,0.6875,,,,,,
899,0.796,,,,,,,679.84,0.686,,,,,,,667.92,0.6875,,,,,,
900,0.796,,,,,,,680.4,0.6861,,,,,,,668.9,0.6875,,,,,,
901,0.796,,,,,,,681.04,0.6861,,,,,,,669.24,0.6875,,,,,,
902,0.796,,,,,,,681.28,0.6861,,,,,,,670.35,0.6875,,,,,,
903,0.797,,,,,,,681.54,0.6863,,,,,,,670.8,0.6876,,,,,,
904,0.797,,,,,,,682.51,0.6863,,,,,,,671.74,0.6876,,,,,,
904,0.797,,,,,,,682.67,0.6863,,,,,,,671.83,0.6876,,,,,,
904,0.797,,,,,,,682.84,0.6863,,,,,,,672.04,0.6876,,,,,,
905,0.797,,,,,,,682.97,0.6863,,,,,,,673.2,0.6878,,,,,,
905,0.797,,,,,,,683.18,0.6863,,,,,,,673.63,0.6878,,,,,,
906,0.798,,,,,,,683.58,0.6863,,,,,,,673.72,0.6878,,,,,,
907,0.798,,,,,,,683.83,0.6863,,,,,,,674.91,0.6878,,,,,,
907,0.798,,,,,,,684.08,0.6863,,,,,,,674.94,0.6878,,,,,,
909,0.798,,,,,,,684.5,0.6863,,,,,,,675.27,0.6878,,,,,,
909,0.798,,,,,,,684.78,0.6863,,,,,,,675.31,0.6878,,,,,,
911,0.798,,,,,,,685.52,0.6863,,,,,,,675.85,0.6878,,,,,,
913,0.798,,,,,,,686.66,0.6872,,,,,,,676.62,0.6878,,,,,,
913,0.798,,,,,,,686.87,0.6876,,,,,,,677.43,0.6878,,,,,,
914,0.798,,,,,,,687.83,0.6876,,,,,,,678.12,0.6878,,,,,,
915,0.798,,,,,,,688,0.6876,,,,,,,678.3,0.6879,,,,,,
915,0.798,,,,,,,688.15,0.6876,,,,,,,678.37,0.6879,,,,,,
916,0.798,,,,,,,688.35,0.6876,,,,,,,678.69,0.6879,,,,,,
916,0.798,,,,,,,688.67,0.6876,,,,,,,678.69,0.6879,,,,,,
916,0.798,,,,,,,688.99,0.6876,,,,,,,678.7,0.6879,,,,,,
917,0.798,,,,,,,689.22,0.6876,,,,,,,679.36,0.6879,,,,,,
918,0.798,,,,,,,689.39,0.6876,,,,,,,679.6,0.6879,,,,,,
919,0.798,,,,,,,689.61,0.6876,,,,,,,680.62,0.6879,,,,,,
919,0.798,,,,,,,691.23,0.6881,,,,,,,681.38,0.6878,,,,,,
919,0.798,,,,,,,691.79,0.6881,,,,,,,681.8,0.6878,,,,,,
919,0.798,,,,,,,693.02,0.6885,,,,,,,682.65,0.6878,,,,,,
919,0.798,,,,,,,693.17,0.6885,,,,,,,682.97,0.6878,,,,,,
920,0.798,,,,,,,694.26,0.6885,,,,,,,683.39,0.6882,,,,,,
922,0.798,,,,,,,695.48,0.6885,,,,,,,683.42,0.6882,,,,,,
923,0.798,,,,,,,696.62,0.6885,,,,,,,683.42,0.6882,,,,,,
923,0.798,,,,,,,697.89,0.6885,,,,,,,683.43,0.6882,,,,,,
924,0.799,,,,,,,699.34,0.6887,,,,,,,683.66,0.6882,,,,,,
926,0.799,,,,,,,700.1,0.6887,,,,,,,683.73,0.6882,,,,,,
927,0.799,,,,,,,701.69,0.6891,,,,,,,685.09,0.689,,,,,,
927,0.799,,,,,,,703.12,0.6892,,,,,,,685.32,0.689,,,,,,
927,0.799,,,,,,,703.61,0.6893,,,,,,,685.53,0.689,,,,,,
927,0.799,,,,,,,703.74,0.6893,,,,,,,685.68,0.689,,,,,,
928,0.798,,,,,,,705.1,0.6895,,,,,,,685.89,0.689,,,,,,
928,0.798,,,,,,,705.16,0.6895,,,,,,,686.41,0.689,,,,,,
928,0.8,,,,,,,705.21,0.6895,,,,,,,686.41,0.689,,,,,,
928,0.8,,,,,,,705.4,0.6895,,,,,,,686.66,0.689,,,,,,
928,0.8,,,,,,,705.88,0.6898,,,,,,,686.91,0.689,,,,,,
929,0.8,,,,,,,706.25,0.6901,,,,,,,687.07,0.689,,,,,,
930,0.8,,,,,,,706.77,0.6907,,,,,,,687.14,0.689,,,,,,
930,0.8,,,,,,,706.87,0.6907,,,,,,,687.14,0.689,,,,,,
930,0.8,,,,,,,707.18,0.6907,,,,,,,687.52,0.6891,,,,,,
931,0.8,,,,,,,707.51,0.6907,,,,,,,687.81,0.6891,,,,,,
932,0.8,,,,,,,707.92,0.6907,,,,,,,688.29,0.689,,,,,,
932,0.8,,,,,,,708.57,0.691,,,,,,,689.24,0.689,,,,,,
933,0.8,,,,,,,709.14,0.691,,,,,,,689.63,0.689,,,,,,
934,0.801,,,,,,,709.6,0.691,,,,,,,689.74,0.689,,,,,,
936,0.801,,,,,,,710.05,0.691,,,,,,,690.08,0.689,,,,,,
936,0.801,,,,,,,710.53,0.691,,,,,,,690.08,0.689,,,,,,
937,0.801,,,,,,,711.11,0.6911,,,,,,,690.68,0.6894,,,,,,
937,0.801,,,,,,,711.47,0.6911,,,,,,,691.62,0.6894,,,,,,
937,0.803,,,,,,,712.97,0.6912,,,,,,,692.25,0.6894,,,,,,
938,0.803,,,,,,,713.1,0.6912,,,,,,,692.95,0.6894,,,,,,
938,0.803,,,,,,,713.26,0.6912,,,,,,,693.05,0.6894,,,,,,
938,0.803,,,,,,,713.42,0.6912,,,,,,,694.17,0.6906,,,,,,
938,0.803,,,,,,,713.56,0.6912,,,,,,,695.3,0.6906,,,,,,
939,0.803,,,,,,,714.25,0.6912,,,,,,,697.08,0.6906,,,,,,
939,0.803,,,,,,,715.55,0.6922,,,,,,,697.52,0.6906,,,,,,
939,0.803,,,,,,,715.72,0.6922,,,,,,,697.54,0.6906,,,,,,
939,0.803,,,,,,,715.81,0.6922,,,,,,,697.54,0.6906,,,,,,
939,0.803,,,,,,,716.65,0.6936,,,,,,,697.54,0.6906,,,,,,
939,0.803,,,,,,,716.65,0.6936,,,,,,,698.99,0.6924,,,,,,
941,0.803,,,,,,,716.84,0.6936,,,,,,,699.76,0.6924,,,,,,
941,0.803,,,,,,,716.97,0.6936,,,,,,,699.77,0.6924,,,,,,
941,0.803,,,,,,,717.1,0.6937,,,,,,,700.79,0.6937,,,,,,
941,0.803,,,,,,,717.74,0.6937,,,,,,,701.58,0.6938,,,,,,
941,0.803,,,,,,,718.57,0.6937,,,,,,,701.78,0.6937,,,,,,
942,0.803,,,,,,,719.5,0.6938,,,,,,,702.54,0.6937,,,,,,
943,0.803,,,,,,,720.48,0.6938,,,,,,,703.86,0.6938,,,,,,
943,0.803,,,,,,,721.77,0.6938,,,,,,,704.72,0.6937,,,,,,
946,0.805,,,,,,,722.79,0.6938,,,,,,,705.43,0.6937,,,,,,
946,0.805,,,,,,,723.89,0.6938,,,,,,,706.07,0.6937,,,,,,
947,0.805,,,,,,,723.95,0.6938,,,,,,,706.65,0.6937,,,,,,
948,0.805,,,,,,,724.81,0.6938,,,,,,,707.13,0.6938,,,,,,
948,0.805,,,,,,,725.15,0.6938,,,,,,,707.29,0.6938,,,,,,
949,0.805,,,,,,,726.62,0.6938,,,,,,,707.6,0.6938,,,,,,
950,0.805,,,,,,,729.33,0.6941,,,,,,,708.11,0.6938,,,,,,
951,0.805,,,,,,,729.7,0.6941,,,,,,,709.11,0.6938,,,,,,
951,0.805,,,,,,,730.06,0.6941,,,,,,,709.38,0.6938,,,,,,
951,0.805,,,,,,,730.34,0.6941,,,,,,,709.58,0.6938,,,,,,
952,0.805,,,,,,,732.06,0.6941,,,,,,,709.86,0.6938,,,,,,
952,0.805,,,,,,,732.09,0.6941,,,,,,,710.89,0.6946,,,,,,
952,0.805,,,,,,,734.28,0.695,,,,,,,711,0.6946,,,,,,
953,0.805,,,,,,,734.36,0.695,,,,,,,711.05,0.6946,,,,,,
953,0.805,,,,,,,735.53,0.6953,,,,,,,712.11,0.6946,,,,,,
954,0.805,,,,,,,738.25,0.6966,,,,,,,713.55,0.6946,,,,,,
954,0.805,,,,,,,739.1,0.6966,,,,,,,714.26,0.6949,,,,,,
955,0.805,,,,,,,739.49,0.6966,,,,,,,715.05,0.6949,,,,,,
956,0.805,,,,,,,739.68,0.6966,,,,,,,715.81,0.6949,,,,,,
957,0.805,,,,,,,740.48,0.6966,,,,,,,716.91,0.6949,,,,,,
957,0.805,,,,,,,741.07,0.6966,,,,,,,716.91,0.6949,,,,,,
959,0.805,,,,,,,741.7,0.6966,,,,,,,717.74,0.6949,,,,,,
959,0.805,,,,,,,742.03,0.6966,,,,,,,718.69,0.6949,,,,,,
968,0.807,,,,,,,743,0.697,,,,,,,718.69,0.6949,,,,,,
970,0.809,,,,,,,744.29,0.6973,,,,,,,718.69,0.6949,,,,,,
971,0.809,,,,,,,744.84,0.6973,,,,,,,720.59,0.6949,,,,,,
971,0.809,,,,,,,745.6,0.6973,,,,,,,720.59,0.6949,,,,,,
971,0.809,,,,,,,747.14,0.6977,,,,,,,721,0.6949,,,,,,
972,0.809,,,,,,,748.12,0.6977,,,,,,,721.2,0.6949,,,,,,
972,0.809,,,,,,,748.96,0.6977,,,,,,,721.39,0.6949,,,,,,
972,0.809,,,,,,,750.29,0.6977,,,,,,,721.44,0.6949,,,,,,
972,0.809,,,,,,,750.35,0.6977,,,,,,,722.22,0.6965,,,,,,
972,0.809,,,,,,,751.01,0.6977,,,,,,,723.4,0.6969,,,,,,
973,0.809,,,,,,,751.67,0.6977,,,,,,,723.62,0.6969,,,,,,
974,0.809,,,,,,,751.73,0.6977,,,,,,,723.62,0.6969,,,,,,
974,0.809,,,,,,,751.93,0.6979,,,,,,,723.77,0.6969,,,,,,
974,0.809,,,,,,,751.99,0.6979,,,,,,,725.56,0.6969,,,,,,
975,0.809,,,,,,,752.34,0.6979,,,,,,,726.04,0.6969,,,,,,
976,0.809,,,,,,,752.4,0.6979,,,,,,,726.04,0.6969,,,,,,
976,0.809,,,,,,,753.01,0.6982,,,,,,,726.04,0.6969,,,,,,
977,0.809,,,,,,,753.5,0.6982,,,,,,,726.74,0.6969,,,,,,
978,0.809,,,,,,,753.6,0.6982,,,,,,,727.91,0.6969,,,,,,
979,0.809,,,,,,,755.69,0.6984,,,,,,,729.05,0.6969,,,,,,
980,0.809,,,,,,,757.77,0.6996,,,,,,,732.13,0.697,,,,,,
980,0.809,,,,,,,758.32,0.6996,,,,,,,732.2,0.697,,,,,,
981,0.809,,,,,,,758.72,0.6996,,,,,,,732.32,0.697,,,,,,
983,0.809,,,,,,,758.98,0.6996,,,,,,,732.48,0.697,,,,,,
984,0.809,,,,,,,759.34,0.6996,,,,,,,733.15,0.697,,,,,,
984,0.809,,,,,,,759.39,0.6996,,,,,,,733.54,0.697,,,,,,
985,0.809,,,,,,,759.46,0.6996,,,,,,,734.23,0.697,,,,,,
985,0.809,,,,,,,760,0.6997,,,,,,,734.25,0.697,,,,,,
987,0.809,,,,,,,760.65,0.6997,,,,,,,734.25,0.697,,,,,,
988,0.809,,,,,,,760.67,0.6997,,,,,,,734.49,0.6971,,,,,,
989,0.809,,,,,,,761.41,0.7002,,,,,,,734.61,0.6971,,,,,,
990,0.809,,,,,,,762.22,0.7002,,,,,,,734.65,0.6971,,,,,,
991,0.809,,,,,,,763.19,0.7002,,,,,,,736.71,0.6971,,,,,,
991,0.809,,,,,,,763.7,0.7002,,,,,,,736.75,0.6971,,,,,,
991,0.809,,,,,,,764.83,0.7002,,,,,,,736.75,0.6971,,,,,,
991,0.809,,,,,,,765.88,0.7002,,,,,,,737.42,0.6971,,,,,,
992,0.809,,,,,,,766.51,0.7002,,,,,,,737.64,0.6971,,,,,,
995,0.809,,,,,,,766.51,0.7002,,,,,,,737.67,0.6971,,,,,,
995,0.809,,,,,,,767.7,0.7002,,,,,,,737.9,0.6971,,,,,,
995,0.809,,,,,,,768.94,0.7002,,,,,,,738.87,0.6972,,,,,,
997,0.809,,,,,,,770.22,0.7002,,,,,,,740.12,0.6973,,,,,,
999,0.809,,,,,,,770.22,0.7002,,,,,,,741.4,0.6973,,,,,,
1000,0.809,,,,,,,771.01,0.7002,,,,,,,741.74,0.6977,,,,,,
,,,,,,,,771.25,0.7002,,,,,,,741.98,0.6977,,,,,,
,,,,,,,,771.68,0.7022,,,,,,,743.01,0.6977,,,,,,
,,,,,,,,771.9,0.7022,,,,,,,743.5,0.6977,,,,,,
,,,,,,,,772.3,0.7022,,,,,,,743.71,0.6977,,,,,,
,,,,,,,,772.35,0.7022,,,,,,,744.68,0.6977,,,,,,
,,,,,,,,772.51,0.7023,,,,,,,745.06,0.6977,,,,,,
,,,,,,,,772.83,0.7023,,,,,,,746.84,0.6977,,,,,,
,,,,,,,,773.32,0.7023,,,,,,,747.22,0.6977,,,,,,
,,,,,,,,775.24,0.7028,,,,,,,747.65,0.6977,,,,,,
,,,,,,,,775.27,0.7028,,,,,,,747.72,0.6981,,,,,,
,,,,,,,,775.43,0.7029,,,,,,,747.9,0.6981,,,,,,
,,,,,,,,776.19,0.7039,,,,,,,749.24,0.6986,,,,,,
,,,,,,,,777.44,0.7044,,,,,,,749.43,0.6986,,,,,,
,,,,,,,,778.37,0.7044,,,,,,,749.43,0.6986,,,,,,
,,,,,,,,779.05,0.7044,,,,,,,749.55,0.6986,,,,,,
,,,,,,,,779.55,0.7044,,,,,,,749.55,0.6986,,,,,,
,,,,,,,,779.77,0.7044,,,,,,,750.01,0.6986,,,,,,
,,,,,,,,779.83,0.7044,,,,,,,750.16,0.6986,,,,,,
,,,,,,,,780.56,0.7044,,,,,,,750.65,0.6986,,,,,,
,,,,,,,,780.86,0.7045,,,,,,,751.24,0.6986,,,,,,
,,,,,,,,781.1,0.7045,,,,,,,751.51,0.6986,,,,,,
,,,,,,,,781.19,0.7045,,,,,,,751.54,0.6986,,,,,,
,,,,,,,,783.08,0.7045,,,,,,,751.86,0.6986,,,,,,
,,,,,,,,783.36,0.7045,,,,,,,754.38,0.7,,,,,,
,,,,,,,,783.64,0.7045,,,,,,,754.8,0.7,,,,,,
,,,,,,,,783.91,0.7045,,,,,,,755.25,0.7,,,,,,
,,,,,,,,784.17,0.7045,,,,,,,756.5,0.7001,,,,,,
,,,,,,,,784.56,0.7046,,,,,,,756.99,0.7001,,,,,,
,,,,,,,,784.96,0.7046,,,,,,,756.99,0.7001,,,,,,
,,,,,,,,786.26,0.7062,,,,,,,757.52,0.7001,,,,,,
,,,,,,,,786.68,0.7062,,,,,,,757.92,0.7001,,,,,,
,,,,,,,,786.86,0.7062,,,,,,,758.32,0.7001,,,,,,
,,,,,,,,787.03,0.7064,,,,,,,758.32,0.7001,,,,,,
,,,,,,,,787.44,0.7064,,,,,,,758.32,0.7001,,,,,,
,,,,,,,,787.73,0.7064,,,,,,,758.72,0.7002,,,,,,
,,,,,,,,788.87,0.7064,,,,,,,759.76,0.7002,,,,,,
,,,,,,,,789.18,0.7064,,,,,,,760.1,0.7002,,,,,,
,,,,,,,,789.99,0.7064,,,,,,,760.43,0.7002,,,,,,
,,,,,,,,790.31,0.7064,,,,,,,761.11,0.7002,,,,,,
,,,,,,,,790.36,0.7064,,,,,,,762.83,0.7002,,,,,,
,,,,,,,,790.67,0.7064,,,,,,,763.01,0.7002,,,,,,
,,,,,,,,791.81,0.7064,,,,,,,763.72,0.7002,,,,,,
,,,,,,,,792.27,0.7074,,,,,,,763.76,0.7002,,,,,,
,,,,,,,,792.62,0.7074,,,,,,,764.03,0.7002,,,,,,
,,,,,,,,792.82,0.7074,,,,,,,765.24,0.7002,,,,,,
,,,,,,,,793.35,0.7074,,,,,,,766.12,0.7003,,,,,,
,,,,,,,,794.37,0.7074,,,,,,,766.36,0.7003,,,,,,
,,,,,,,,794.91,0.7075,,,,,,,766.44,0.7003,,,,,,
,,,,,,,,794.93,0.7075,,,,,,,766.45,0.7003,,,,,,
,,,,,,,,795.33,0.7075,,,,,,,766.45,0.7003,,,,,,
,,,,,,,,795.33,0.7075,,,,,,,767.19,0.7003,,,,,,
,,,,,,,,795.97,0.7076,,,,,,,768.05,0.7003,,,,,,
,,,,,,,,795.97,0.7076,,,,,,,769.59,0.7003,,,,,,
,,,,,,,,796.04,0.7076,,,,,,,770.89,0.7003,,,,,,
,,,,,,,,796.04,0.7076,,,,,,,771.67,0.7003,,,,,,
,,,,,,,,796.04,0.7076,,,,,,,772.44,0.7003,,,,,,
,,,,,,,,796.04,0.7076,,,,,,,773.15,0.7003,,,,,,
,,,,,,,,796.04,0.7076,,,,,,,773.3,0.7003,,,,,,
,,,,,,,,796.48,0.7076,,,,,,,773.72,0.7003,,,,,,
,,,,,,,,796.51,0.7077,,,,,,,773.72,0.7003,,,,,,
,,,,,,,,796.72,0.7079,,,,,,,773.84,0.7003,,,,,,
,,,,,,,,797.45,0.7088,,,,,,,774.19,0.7003,,,,,,
,,,,,,,,798.09,0.7093,,,,,,,775.11,0.7003,,,,,,
,,,,,,,,798.44,0.7093,,,,,,,776.32,0.7003,,,,,,
,,,,,,,,799.57,0.7093,,,,,,,776.38,0.7003,,,,,,
,,,,,,,,800.56,0.7093,,,,,,,776.57,0.7003,,,,,,
,,,,,,,,801.8,0.7093,,,,,,,777.31,0.7005,,,,,,
,,,,,,,,802.76,0.7093,,,,,,,777.31,0.7005,,,,,,
,,,,,,,,804.62,0.7093,,,,,,,779.02,0.7005,,,,,,
,,,,,,,,805.43,0.7093,,,,,,,779.4,0.7005,,,,,,
,,,,,,,,805.52,0.7093,,,,,,,781.85,0.7011,,,,,,
,,,,,,,,807.59,0.7093,,,,,,,782,0.7011,,,,,,
,,,,,,,,809.98,0.7093,,,,,,,782.08,0.7011,,,,,,
,,,,,,,,810.34,0.7095,,,,,,,782.19,0.7011,,,,,,
,,,,,,,,810.63,0.7095,,,,,,,782.52,0.7012,,,,,,
,,,,,,,,811.75,0.7095,,,,,,,783.49,0.7012,,,,,,
,,,,,,,,811.93,0.7095,,,,,,,784.37,0.7012,,,,,,
,,,,,,,,813.36,0.7095,,,,,,,784.44,0.7012,,,,,,
,,,,,,,,813.41,0.7095,,,,,,,785.14,0.7012,,,,,,
,,,,,,,,815.07,0.7099,,,,,,,785.19,0.7012,,,,,,
,,,,,,,,815.17,0.7099,,,,,,,785.81,0.7012,,,,,,
,,,,,,,,815.23,0.7099,,,,,,,786.27,0.7012,,,,,,
,,,,,,,,815.38,0.7099,,,,,,,787,0.7012,,,,,,
,,,,,,,,815.43,0.7099,,,,,,,788.2,0.7012,,,,,,
,,,,,,,,816.21,0.7102,,,,,,,788.85,0.7012,,,,,,
,,,,,,,,816.58,0.7102,,,,,,,790.17,0.7012,,,,,,
,,,,,,,,817.11,0.7102,,,,,,,790.86,0.7012,,,,,,
,,,,,,,,817.75,0.7102,,,,,,,791.96,0.7012,,,,,,
,,,,,,,,818.09,0.7102,,,,,,,793.08,0.7012,,,,,,
,,,,,,,,819.06,0.7102,,,,,,,794.35,0.7012,,,,,,
,,,,,,,,819.46,0.7101,,,,,,,794.47,0.7012,,,,,,
,,,,,,,,820.51,0.7101,,,,,,,795.3,0.7012,,,,,,
,,,,,,,,820.67,0.7101,,,,,,,795.3,0.7012,,,,,,
,,,,,,,,820.96,0.7101,,,,,,,796.52,0.7012,,,,,,
,,,,,,,,821.68,0.7101,,,,,,,796.74,0.7012,,,,,,
,,,,,,,,821.97,0.7101,,,,,,,796.74,0.7012,,,,,,
,,,,,,,,825.2,0.7108,,,,,,,796.74,0.7012,,,,,,
,,,,,,,,825.2,0.7108,,,,,,,797.6,0.7012,,,,,,
,,,,,,,,825.74,0.7108,,,,,,,797.6,0.7012,,,,,,
,,,,,,,,825.74,0.7108,,,,,,,797.96,0.7012,,,,,,
,,,,,,,,825.83,0.7108,,,,,,,798.04,0.7012,,,,,,
,,,,,,,,826.17,0.7108,,,,,,,798.04,0.7012,,,,,,
,,,,,,,,826.2,0.7108,,,,,,,798.05,0.7012,,,,,,
,,,,,,,,827.83,0.7118,,,,,,,798.06,0.7013,,,,,,
